uuid,major,minor,x,y,z,floor,power
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,1171,93.89908306113162,8.83157202149104,0,5,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,1172,93.01511347001858,14.391103283079179,0,5,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,1173,95.44224503236678,18.46096491756273,0,5,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,1174,94.18626560057487,22.218160754394567,0,5,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,1175,97.83448951665271,22.607859553554288,0,5,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,1176,102.73701798995653,24.122610842653735,0,5,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,1177,106.1281449236621,20.775393950145254,0,5,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,1178,111.3505087959467,20.7640029056953,0,5,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,1179,113.81138801595083,17.830986398838924,0,5,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,1180,117.39564485066633,18.52591366942483,0,5,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,1181,119.14576121117575,15.809433851246178,0,5,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,1182,94.48585669931872,25.013845105294482,0,5,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,1183,96.30363490242976,30.046714615327943,0,5,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,1184,95.76631269385919,33.93697634499602,0,5,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,1185,97.72669285967858,34.502327159682565,0,5,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,1186,96.54343574351185,37.197030437605115,0,5,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,1187,99.90085963958998,39.86868389320453,0,5,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,1188,103.00216808262623,49.21114051585164,0,5,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,1189,103.42537705696363,53.92385884773142,0,5,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,1190,106.39988454300543,60.812993531897256,0,5,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,1191,105.14127934538078,64.72486281770054,0,5,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,1192,111.90101278890317,65.38351151518859,0,5,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,1194,111.84609969408567,68.48528124454673,0,5,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,1195,117.32419802489105,70.20499969224167,0,5,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,1196,121.36783857194433,69.06565261914031,0,5,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,1198,123.56168248316777,74.6044629692829,0,5,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,1200,118.28182792681605,60.312128114644814,0,5,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,1201,115.60157762668233,58.12428133261811,0,5,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,1202,115.99643332307888,54.36052452788954,0,5,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,1203,112.29238147113257,54.60285907950806,0,5,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,1352,93.0101580612343,46.59152627978483,0,5,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,1208,93.33902753335184,57.757180620084625,0,5,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,1211,94.87215352526933,68.33352295402548,0,5,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,1470,97.31137710712298,72.0661985246245,0,5,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,1613,95.29211939933951,75.28140307471286,0,5,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,1479,101.62904163610813,66.92603517087498,0,5,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,1210,90.8721509340964,58.11031237248764,0,5,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,1349,87.88809940816394,59.246800525797994,0,5,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,1113,86.16143445916352,57.647891254780845,0,5,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,1131,110.68487694854223,75.98147658986551,0,5,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,1466,109.01228628036492,82.24446840390526,0,5,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,1223,112.32133859857544,88.69872290789047,0,5,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,1378,110.2745518783579,93.24332264141268,0,5,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,1481,112.36803691579851,95.89052538270951,0,5,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,1483,108.90881978293162,95.4877217498655,0,5,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,1216,106.31961183668761,93.82705378567252,0,5,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,1462,103.0366186723416,96.01941945001109,0,5,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,1346,100.22403730512438,94.52038786756783,0,5,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,65535,1217,96.86462929447896,96.71568909465975,0,5,-8
