uuid,major,minor,x,y,z,floor,power
f7826da6-4fa2-4e98-8024-bc5b71e0893e,55555,38,23.1740490991966,-59.76057717450272,0,3,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,55555,39,20.81917794614068,-63.18266606341537,0,3,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,55555,40,23.26552417986888,-65.42760820587725,0,3,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,55555,41,19.379765849828296,-68.07865902693155,0,3,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,55555,42,16.548443553516904,-73.23062628713531,0,3,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,55555,21,19.002299582660008,-76.85684200465963,0,3,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,55555,9,16.4790340009258,-80.20619961858348,0,3,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,55555,20,19.21558055549057,-83.8435031983267,0,3,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,55555,35,23.03138339964299,-94.87992609521841,0,3,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,55555,34,19.273678674104268,-92.11262050844532,0,3,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,55555,13,23.75866212450905,-90.8810291856191,0,3,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,55555,12,21.0967910273277,-108.30390944175693,0,3,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,55555,11,19.635541194751724,-112.46725584945953,0,3,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,55555,32,14.006886810476063,-112.84420877687418,0,3,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,55555,47,17.803674837635043,-114.63243531879883,0,3,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,55555,25,21.109677417336215,-115.68726031437643,0,3,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,55555,33,14.022407437441185,-121.7368634225973,0,3,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,55555,31,15.627607976562377,-127.013181057242,0,3,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,55555,49,8.192739540088713,-65.92173548634041,0,3,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,55555,51,4.972103425162205,-68.18018274214202,0,3,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,55555,56,-0.2301658752214628,-65.75416079416712,0,3,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,55555,52,-5.936986862737651,-68.08927181127866,0,3,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,55555,53,-17.505301424732505,-68.17771960905053,0,3,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,55555,54,-23.97970852220635,-65.756485015707,0,3,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,55555,55,-29.06618973249411,-68.04805569674468,0,3,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,55555,36,20.748030019174397,-48.711604250689554,0,3,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,55555,332,24.32497177296477,-102.02614176805426,0,3,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,55555,331,23.07318867799055,-105.52992551209475,0,3,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,55555,48,18.16342527814116,-128.39414415821935,0,3,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,55555,341,16.80845295172011,-134.25545966645862,0,3,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,55555,340,13.10451775345157,-136.68258515950723,0,3,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,55555,3,15.900598855513888,-106.32565110955076,0,3,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,55555,45,13.894901397722634,-100.28299715370746,0,3,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,55555,10,-12.10077251500181,-65.64117664270611,0,3,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,55555,23,-37.47134259534379,-65.85303817749111,0,3,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,55555,330,-17.67874654773122,-60.678589125192715,0,3,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,55555,339,-15.712039213410442,-56.04799787801811,0,3,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,55555,338,-15.481573015309419,-53.662039156832115,0,3,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,55555,342,-22.355212349398627,-55.46496257246366,0,3,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,55555,344,-9.67622788459645,-53.58417031679892,0,3,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,55555,343,-1.5449863918158986,-56.136116114558966,0,3,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,55555,353,4.960833998344656,-53.561009313336726,0,3,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,55555,346,28.689469973704778,-48.11278588419463,0,3,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,55555,349,35.60439398607793,-45.854699997988234,0,3,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,55555,347,45.040843983291616,-47.837586656331915,0,3,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,55555,352,53.893767599142826,-45.563189294295995,0,3,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,55555,357,62.91628497672224,-48.14720886900376,0,3,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,55555,354,71.1445649157236,-45.0431969997396,0,3,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,55555,351,78.27852607190867,-47.642977622776556,0,3,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,55555,356,80.79858452361205,-45.32738632390264,0,3,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,55555,359,80.93094999897747,-57.873088776098186,0,3,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,55555,350,78.2725246928688,-65.26151407076722,0,3,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,55555,358,80.82563473992394,-67.71975503928708,0,3,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,55555,355,72.191109005199,-66.6763607059929,0,3,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,55555,2,11.054610947608118,-67.90166164008363,0,3,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,55555,46,14.183305074539962,-130.18688182108139,0,3,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,55555,43,12.121165294820104,-92.8715145995604,0,3,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,55555,14,16.422560409775215,-91.25672951991561,0,3,-8
f7826da6-4fa2-4e98-8024-bc5b71e0893e,3076,23081,19.67168564555592,-65.6276710694888,0,3,-8
